# ВЕДОМОСТЬ ПРАВИЛ ВЫВОДА — один источник для спеки, сверщика и печати ядра.
# Основание: ADR-0022 §3 и §5, задача 6130. Заведена 2026-09-08.
#
# ЗАЧЕМ ФАЙЛ, А НЕ ПРОЗА. Правила вывода в ядре написаны прозой внутри текстов
# «Отказ …» (proof-kernel.flang:269, 291, 336, 344, 376, 384, 6536). Проза не
# сверяется ни с кодом, ни со спекой, и уже разошлась (см. строки В1–В4 ниже).
#
# ЗАЧЕМ TSV, А НЕ JSON/YAML/ТАБЛИЦА MARKDOWN. Три довода, и все три проверяемы:
#   ЧЕЛОВЕК   строка на правило, колонки видны глазом, правка — одна строка,
#             diff показывает ровно изменённое правило, а не переформатированный
#             блок; ни одной скобки, которую надо закрыть.
#   МАШИНА    читается `awk -F'\t'` без разбора, без библиотек и БЕЗ ДВОИЧНОГО
#             `bootstrap/flang` — сторож работает в дереве, где двоичный не
#             собран (33 МБ C, 5–6 минут сборки). JSON потребовал бы python3
#             или flang, а сторож, которого нельзя позвать, не сторожит.
#   ДЕРЕВО    тот же вид, что у соседних ведомостей: flang/proof/УМЕНИЯ.tsv,
#             scripts/no-comments-debt.tsv, scripts/hand-written-lists-ledger.tsv.
#
# ОТПЕЧАТОК ЛЕЖИТ ОТДЕЛЬНО — flang/proof/ПРАВИЛА-ВЫВОДА.отпечаток. Внутри файла
# он стоять не может: отпечаток себя же не сходится никогда. Запись, сославшаяся
# на ведомость, ссылается на это число (ADR-0022 §8А, п. 5).
#
# ── КОЛОНКИ, ДВЕНАДЦАТЬ, РАЗДЕЛИТЕЛЬ — ТАБУЛЯЦИЯ ────────────────────────────
#  1 имя           короткое имя правила; ЕДИНСТВЕННОЕ в ведомости. Имена пяти
#                  запретов взяты у ADR-0022 §3 знак в знак (Н✗ П✗ С✗ С✗✗ Ч✗).
#  2 семейство     Н Кон П Пред О Д С СС В Ч Разв Т Р — тринадцать, список закрыт.
#                  ADR зовёт буквой «К» ДВА семейства (конечность и развёртку);
#                  здесь они разведены на «Кон» и «Разв», иначе имя не единственно.
#  3 вид           правило | запрет
#  4 правило_ядра  имя, которое ядро кладёт в поле `rule` («Принято правилом»,
#                  proof-kernel.flang:5519). Несколько имён — через «|».
#                  «—» значит «в поле `rule` не попадает вовсе»: так у семейства
#                  развёртки, чьи имена едут в «развёрнуто», а не в `rule`.
#  5 посылки       ПОДВЫВОДЫ, и только они: «1) …; 2) …». «—» — ни одного.
#                  Условие на окружение Γ и на форму терма посылкой НЕ считается
#                  и стоит в колонке 7: у стрелки это не вход, а место, откуда
#                  её берут. От этого разделения зависит счёт входов (С-3).
#  6 заключение    Γ ⊢ … ; у запрета — что ИМЕННО не выводится.
#  7 побочные      условия на Γ и на форму. «—» — ни одного.
#  8 категорно     вторая нотация. На КАЖДУЮ посылку i обязана стоять ссылка
#                  ⟨i⟩ — там, где эта посылка входит в стрелку. Ссылок ровно
#                  столько же, сколько посылок: это и сверяет сторож С-3.
#  9 конструкции   через «+», ТОЛЬКО из закрытых девяти: объект, стрелка,
#                  произведение, копроизведение, экспонента, начальный,
#                  конечный, подобъект, начальная-алгебра.
# 10 входов        число посылок цифрой. Третий свидетель к колонкам 5 и 8.
# 11 опора         proof-kernel.flang:СТРОКА «Имя функции» — место, где ядро
#                  ЭТО и делает. Сторож С-1 требует, чтобы функция с таким
#                  именем стояла в ядре на этой строке.
# 12 сверено       код | код-шире | код-строже | код-уже | нет-в-ADR | нет-в-коде
#                  код        — ADR §3 и ядро говорят одно;
#                  код-шире   — ядро выводит БОЛЬШЕ, чем сказано в ADR §3;
#                  код-строже — ядро требует условий, которых ADR §3 не называет;
#                  код-уже    — ADR §3 обещает больше, чем ядро умеет;
#                  нет-в-ADR  — правило есть в ядре, в ADR §3 его нет вовсе;
#                  нет-в-коде — обещано текстом отказа, ядром не выполняется.
#
# ── ЧЕГО В ВЕДОМОСТИ НЕТ И ПОЧЕМУ ───────────────────────────────────────────
# «Тождество после переписки допущением» (55 мест на dev) сюда не входит: ADR-0022
# §4.3 п. 4 показывает, что стрелкой оно не выражается — это нормализация, а
# `плюс` на `число` в IEEE-754 не ассоциативен, значит моноида нет.
# «К↑ деструктор» не входит: слова «деструктор» в ядре нет вовсе (ADR §3.8).
#
# ── СЕМЕЙСТВО Р, ЗАВЕДЕНО 2026-09-09 ────────────────────────────────────────
# Первые одиннадцать семейств говорят, из чего собрано ЗАКЛЮЧЕНИЕ: неотрицательно,
# ограничено, упорядочено. Семейство Р говорит другое — откуда берётся ПОСЫЛКА:
# охрана цели, условие внутри цели, дизъюнкция в известном, пустота разбираемого,
# зеркальная запись порядка. Без него ведомость описывала половину работы ядра:
# восемь типовых законов закрывают 51 место корпуса, а семь законов Р — ещё 25,
# и без этих 25 доля упирается ниже порога (docs/road-to-one-hundred-measured.md).
# Имена в колонке «правило_ядра» у семейства Р — те, что ядро уже кладёт в поле
# `rule`: «разбор цели по условию», «разбор случаев по внутреннему условию цели»,
# «разбор случаев по дизъюнкции в допущении». До 9 сентября 2026 ведомость их не
# называла ни разу, хотя ядро их ставит, а закрытый список сверщика их знает.
#
# ── СЕМЕЙСТВО Пред, ЗАВЕДЕНО 2026-09-09 (ADR-0025, задача 6202, проект 6202 §2.4) ──
# Потолок точного типа перестаёт быть свойством типа и становится ОБЯЗАТЕЛЬСТВОМ,
# которое лежит на зовущем. Суждение «Т : предст» — «значение Т помещается в
# представление [−К_предст, К_предст]», К_предст = 2⁵³−1 — постоянная
# ПРЕДСТАВЛЕНИЯ, а не типа. Пред1 даёт это суждение не от имени типа, а от
# обязательства входа (строка записи `обязательство вход «Т» … на зовущем»),
# и П3 берёт его ПОСЫЛКОЙ ⟨1⟩: у П3 колонка «посылки» перестала быть «—».
# В поле `rule` имя Пред1 не попадает — шаг едет блоком «вывод», как Разв.
# Порядок «сверщик раньше ядра, имя раньше смысла»: сверщик на C уже требует
# посылку (6202-И1); ядро до 6202-И3 выводит П3 без неё — потому у П3
# «сверено» = код-шире.
#имя	семейство	вид	правило_ядра	посылки	заключение	побочные	категорно	конструкции	входов	опора	сверено
Цел1	Кон	правило	неотрицательность по построению|ограниченность точным потолком по построению	1) Γ ⊢ ( Т остаток от 1 ) равен 0	Γ ⊢ Т : цел	равенство с литералом 0 слева или справа, другая сторона — «Т остаток от 1» с прибавкой «плюс 0» справа или без, Т знак в знак; это Number.isInteger(Т): у бесконечностей и не-числа остаток от единицы — не-число (ADR-0029)	⟨1⟩ — стрелка в подобъект конечных целых: равенство остатка нулю есть его характеристическая стрелка	подобъект+стрелка	1	proof-kernel.flang:5734 «Это целость терма»	код
Цел2	Кон	правило	неотрицательность по построению|ограниченность точным потолком по построению	—	Γ ⊢ Т : цел	Т — довод функции, объявленный типом точной сетки, и под утверждением стоит ОБЯЗАТЕЛЬСТВО ВХОДА «Т : цел» — строка записи `обязательство вход «Т» ⟨Т : цел⟩ строка N на зовущем`, лежащее на ЗОВУЩЕМ: у вызова в том же файле его закрывает целый литерал либо точный довод зовущей, у «дано» примера — целый литерал; дробный литерал — ложь; на границе программы — граница входа. Тип целости во время работы не гарантирует, как не гарантирует потолка (ADR-0029, вторая поправка §4)	подобъект конечных целых ↪ число, взятый как обязательство границы, а не как свойство типа: стрелка та же, что у Цел1, отвечает за неё зовущий	подобъект	0	proof-kernel.flang:5605 «Целое по типу»	код
П1	П	правило	ограниченность точным потолком по построению	—	Γ ⊢ Т ≤ К	Т — литерал не больше К И не «не число»: «NaN не больше К» ложно, и ядро отсеивает это отдельной строкой, а ADR §3.2 такой посылки не называет	лист вывода: стрелка 1 → [0,К]	конечный+подобъект+стрелка	0	proof-kernel.flang:2709 «Литерал ограничен»	код-строже
П2	П	правило	ограниченность точным потолком по построению	—	Γ ⊢ Т ≤ К	в Γ стоит «Т не больше К'» либо «Т равно К'» при К' не больше К	проекция окружения, затем вложение подобъектов [0,К'] ↪ [0,К]	произведение+подобъект	0	proof-kernel.flang:2767 «Граница допущения годится»	код
П3	П	правило	ограниченность точным потолком по построению	1) Т : предст	Γ ⊢ Т ≤ К	К — целый литерал, конечный и не ниже К_предст = 2⁵³−1 (второго ADR §3.2 не называет); ⟨1⟩ даёт, что Т лежит в Предст. До 6202-И3 ядро («Ограниченное по типу») выводит ТО ЖЕ заключение без посылки — от имени точного типа («неотрицательное»/«нат»/«натуральное»/nat/naturo/自然数, «сотых», «тысячных»); сверщик на C посылку требует уже сейчас (шаг П3 «из M», M — Пред1 о том же имени; основание «строка N» — отказ). «вес» сюда не входит: у него дно есть, потолка нет	вложение Предст = [−К_предст, К_предст] ↪ (−∞, К] существует при К ≥ К_предст; ⟨1⟩ — стрелка Т → Предст, за которую отвечает зовущий (Пред1), а не тип	подобъект	1	proof-kernel.flang:2735 «Ограниченное по типу»	код-шире
П4	П	правило	ограниченность точным потолком по построению	1) А ≤ К; 2) Б ≤ К	Γ ⊢ (если У то А иначе Б) ≤ К	—	копара [⟨1⟩,⟨2⟩] в [0,К]	копроизведение+подобъект	2	proof-kernel.flang:2808 «Оба ограничены»	код
П5	П	правило	ограниченность точным потолком по построению	1) Л ≤ К; 2) П : неотр	Γ ⊢ Л минус П ≤ К	—	«минус» поднимается односторонне: [0,К]×Неотр → (−∞,К], уменьшаемое даёт ⟨1⟩, вычитаемое ⟨2⟩	подобъект+произведение+стрелка	2	proof-kernel.flang:2781 «Разность ограничена»	код
П6	П	правило	ограниченность точным потолком по построению	1) Т : неотр	Γ ⊢ Т остаток от Д ≤ К	Т — конечное целое (целость и конечность вместе); Д — положительный целый литерал; И (Д минус 1) не больше К — этого побочного условия ADR §3.2 не называет вовсе	стрелка Нат×Пол → [0,Д−1] ↪ [0,К], вход даёт ⟨1⟩	стрелка+произведение+подобъект	1	proof-kernel.flang:2793 «Остаток ограничен»	код-строже
П✗	П	запрет	ограниченность точным потолком по построению	—	Γ ⊢ Л плюс П ≤ К НЕ выводится	форма «Л плюс П» сверху — и отказ; в коде запрет стоит отсутствием случая. Симметрия с Н✗ не косметическая: у отрезка две границы, и операция поднимается лишь с той стороны, которую не выносит	«плюс» не поднимается на [0,К]: (2⁵³−1)+(2⁵³−1) вне точной сетки, стрелки [0,К]×[0,К] → [0,К] нет	подобъект+стрелка	0	proof-kernel.flang:2831 «Ограничено», отсутствие случая "add"	код
Пред1	Пред	правило	—	—	Γ ⊢ Т : предст	Т — довод функции, объявленный типом точной сетки («нат»/«неотрицательное»/«сотых»/«тысячных»), и на входе функции стоит ОБЯЗАТЕЛЬСТВО ВХОДА «Т помещается» — строка записи `обязательство вход «Т» ⟨Т не больше К_предст⟩ строка N на зовущем`, — лежащее на ЗОВУЩЕМ: у вызова в том же файле его закрывает литерал не выше К_предст либо точный довод зовущей под своим Пред1, у «дано» примера — литерал, на границе программы — граница входа (проект 6202 §2.4, §4 п.5). Довод-выражение на месте точного довода сверщик закрыть не берётся — третий исход, названный	подобъект Предст = [−К_предст, К_предст] ↪ число, взятый как обязательство границы, а не как свойство типа: стрелка та же, что была у П3, изменилось, КТО за неё отвечает	подобъект	0	proof-kernel.flang:2746 «Натуральное по типу»	нет-в-ADR
О1	О	правило	порядок по построению	—	Γ ⊢ Е ≤ Г	в Γ стоит допущение «Е не больше Г» — та же левая и та же правая половина знак в знак	проекция окружения в подобъект ≤ ↪ число×число	произведение+подобъект	0	proof-kernel.flang:3056 «Есть порядок»	код
О2	О	правило	порядок по построению	1) Г : неотр ЛИБО Г : кон	Γ ⊢ Е ≤ Г	Е и Г — один терм знак в знак («Одинаковы»)	диагональ Δ пропускается через подобъект ≤ только на Неотр ∪ Кон, и это даёт ⟨1⟩: у не-числа порядка нет вовсе, «Е не больше Е» без этой посылки ложно	произведение+подобъект	1	proof-kernel.flang:3300 «Тождество сторон»	код
О3	О	правило	порядок по построению	1) А ≤ Г; 2) Б ≤ Г	Γ ⊢ (если У то А иначе Б) ≤ Г	—	копара [⟨1⟩,⟨2⟩] в подобъект ≤	копроизведение+подобъект	2	proof-kernel.flang:3307 «По порядку», случай "if"	код
О4	О	правило	порядок по построению	1) Г ≥ Д (дно, семейство Д)	Γ ⊢ Е ≤ Г	Е — литерал, не «не число», и Е не больше Д	транзитивность есть композиция в порядковой категории: Е ≤ Д ⟨1⟩ Д ≤ Г	подобъект+стрелка	1	proof-kernel.flang:3177 «Литерал под дном»	код
О5	О	правило	порядок по построению	1) Е ≤ Г; 2) Ш — ЧИСЛО (ни бесконечность, ни не-число)	Γ ⊢ Е плюс Ш ≤ Г плюс Ш	ОБЕ стороны цели обязаны быть узлами «плюс»; общая прибавка ищется в ЧЕТЫРЁХ сочетаниях позиций (коммутативность узла), а не в одной жёсткой форме, как в ADR §3.3; ДНА прибавке не нужно — она двигает обе стороны сразу, знак сдвига безразличен; а вот ЧИСЛОМ она быть ОБЯЗАНА, и одного «кон» тут мало: «кон» ядро собирает и из ограниченности СВЕРХУ (proof-kernel.flang:8138 «Конечное сверху»), а минус бесконечность такому условию удовлетворяет — при Г равном +∞ обе суммы становятся не-числом и вывод ложен (встречный пример Е = −5, Г = +∞, Ш = −∞ доказан ядром Lean 4)	сдвиг на конечную величину есть монотонный эндоморфизм порядка: ⟨1⟩ даёт исходную стрелку, ⟨2⟩ — что сдвиг определён	подобъект+стрелка+произведение	2	proof-kernel.flang:3250 «Сумма под суммой»	код-шире
О6	О	правило	порядок по построению	1) Е ≤ Г; 2) Б в отрезке [0,кон]	Γ ⊢ Е ≤ Г плюс Б	слагаемое ищется в ОБЕИХ позициях правой стороны; у Б спрашиваются ОБЕ границы разом, голого «плюс» без них нет и не будет: при +∞ и границе −∞ сумма есть не-число	вложение Г ↪ Г+Б монотонно при неотрицательном конечном Б: ⟨1⟩ — исходная стрелка, ⟨2⟩ — что вложение существует	подобъект+стрелка+произведение	2	proof-kernel.flang:4793 «Слагаемое в границе»	код-шире
О7	О	правило	порядок по построению	1) КАЖДАЯ ветвь разбора ≤ Г	Γ ⊢ (разбор …) ≤ Г	пустой список случаев — отказ; граница не смеет упоминать имён образца («Захват границы»); имена образца не смеют содержать имени разбираемого; тело ветви не смеет связывать имя разбираемого. Ни одного из четырёх ADR §3.3 не называет	катаморфизм: копара ⟨1⟩ по всем инъекциям начальной алгебры списка	начальная-алгебра+копроизведение+подобъект	1	proof-kernel.flang:4400 «По разбору»	код-строже
О8	О	правило	порядок по построению	—	Γ ⊢ длина (отфильтровать Л …) ≤ длина Л	ядро не сравнивает две длины, а ПЕРЕПИСЫВАЕТ «длина (отфильтровать Л …)» в «длина Л» и зовёт разбор порядка заново: правая сторона цели не обязана быть «длина Л», и правило шире записанного в ADR §3.3	отбор есть подобъект списка, «длина» монотонна на нём: стрелка существует по построению	подобъект+стрелка	0	proof-kernel.flang:4733 «Отбор под длиной»	код-шире
О9	О	правило	порядок по построению	1) начало свёртки есть НОЛЬ; 2) шаг прибавляет к мере накопителя не больше единицы и не портит знака	Γ ⊢ (свёртка по Л) ≤ длина Л	правая сторона — «длина» РОВНО от одного довода; имена накопителя и элемента непусты и различны; список свёртки совпадает знак в знак с доводом длины справа; левой стороной берётся и голая свёртка, и «длина (свёртка …)». Ни одного из четырёх ADR §3.3 не называет	индукция по начальной алгебре списка: ⟨1⟩ — база, ⟨2⟩ — шаг, после «и» витков накопитель не больше «и»	начальная-алгебра+подобъект	2	proof-kernel.flang:4467 «Свёртка не быстрее списка»	код-строже
